"","denovo66","denovo174","denovo175","denovo170","denovo673","denovo253","denovo102","denovo165","denovo164","denovo167","denovo166","denovo161","denovo160","denovo163","denovo207","denovo365","denovo363","denovo362","denovo360","denovo369","denovo368","denovo92","denovo47","denovo337","denovo103","denovo371","denovo534","denovo532","denovo539","denovo254","denovo248","denovo249","denovo240","denovo241","denovo242","denovo243","denovo244","denovo245","denovo246","denovo63","denovo64","denovo98","denovo27","denovo26","denovo226","denovo224","denovo223","denovo473","denovo472","denovo471","denovo477","denovo475","denovo474","denovo479","denovo478","denovo138","denovo132","denovo130","denovo131","denovo136","denovo137","denovo134","denovo81","denovo83","denovo331","denovo333","denovo338","denovo187","denovo334","denovo335","denovo330","denovo339","denovo91","denovo96","denovo24","denovo23","denovo22","denovo21","denovo408","denovo271","denovo270","denovo273","denovo272","denovo275","denovo274","denovo277","denovo276","denovo279","denovo278","denovo93","denovo94","denovo238","denovo13","denovo17","denovo15","denovo162","denovo169","denovo36","denovo33","denovo38","denovo39","denovo220","denovo428","denovo420","denovo421","denovo422","denovo423","denovo424","denovo425","denovo426","denovo427","denovo218","denovo384","denovo387","denovo386","denovo381","denovo380","denovo383","denovo382","denovo389","denovo388","denovo653","denovo656","denovo655","denovo366","denovo364","denovo361","denovo601","denovo168","denovo143","denovo142","denovo147","denovo146","denovo145","denovo144","denovo309","denovo308","denovo304","denovo301","denovo300","denovo302","denovo232","denovo518","denovo519","denovo515","denovo516","denovo510","denovo511","denovo512","denovo513","denovo78","denovo79","denovo71","denovo75","denovo499","denovo491","denovo490","denovo493","denovo494","denovo497","denovo496","denovo77","denovo722","denovo84","denovo104","denovo86","denovo80","denovo82","denovo69","denovo68","denovo62","denovo61","denovo60","denovo67","denovo65","denovo237","denovo231","denovo230","denovo228","denovo229","denovo222","denovo221","denovo590","denovo593","denovo599","denovo531","denovo411","denovo410","denovo413","denovo412","denovo415","denovo414","denovo417","denovo416","denovo419","denovo418","denovo325","denovo324","denovo329","denovo391","denovo399","denovo110","denovo111","denovo112","denovo113","denovo114","denovo115","denovo117","denovo118","denovo119","denovo352","denovo353","denovo350","denovo351","denovo356","denovo357","denovo354","denovo355","denovo358","denovo6","denovo7","denovo34","denovo35","denovo30","denovo31","denovo32","denovo524","denovo527","denovo526","denovo523","denovo227","denovo225","denovo306","denovo199","denovo190","denovo191","denovo192","denovo193","denovo194","denovo195","denovo196","denovo197","denovo543","denovo1","denovo3","denovo4","denovo5","denovo8","denovo9","denovo257","denovo256","denovo251","denovo250","denovo259","denovo258","denovo771","denovo566","denovo18","denovo19","denovo10","denovo359","denovo73","denovo448","denovo449","denovo446","denovo447","denovo445","denovo442","denovo443","denovo440","denovo441","denovo129","denovo128","denovo121","denovo120","denovo123","denovo122","denovo125","denovo124","denovo127","denovo126","denovo90","denovo97","denovo95","denovo99","denovo141","denovo579","denovo576","denovo214","denovo219","denovo87","denovo313","denovo158","denovo154","denovo152","denovo323","denovo322","denovo321","denovo320","denovo327","denovo326","denovo692","denovo89","denovo247","denovo288","denovo289","denovo284","denovo285","denovo286","denovo287","denovo280","denovo281","denovo282","denovo283","denovo528","denovo40","denovo42","denovo44","denovo46","denovo48","denovo316","denovo317","denovo314","denovo315","denovo310","denovo205","denovo206","denovo209","denovo437","denovo436","denovo435","denovo434","denovo433","denovo432","denovo431","denovo430","denovo439","denovo438","denovo140","denovo660","denovo41","denovo43","denovo49","denovo177","denovo172","denovo173","denovo178","denovo179","denovo200","denovo378","denovo370","denovo372","denovo373","denovo374","denovo375","denovo376","denovo377","denovo208","denovo204","denovo201","denovo202","denovo203","denovo100","denovo509","denovo508","denovo502","denovo500","denovo507","denovo506","denovo70","denovo72","denovo74","denovo76","denovo239","denovo235","denovo234","denovo236","denovo233","denovo581","denovo586","denovo465","denovo466","denovo460","denovo461","denovo462","denovo463","denovo468","denovo469","denovo109","denovo108","denovo107","denovo106","denovo105","denovo101","denovo2","denovo149","denovo148","denovo341","denovo343","denovo342","denovo345","denovo344","denovo347","denovo346","denovo349","denovo348","denovo255","denovo252","denovo554","denovo557","denovo559","denovo550","denovo186","denovo185","denovo184","denovo183","denovo182","denovo181","denovo180","denovo189","denovo188","denovo305","denovo307","denovo303","denovo263","denovo260","denovo261","denovo266","denovo267","denovo264","denovo268","denovo269","denovo311","denovo25","denovo20","denovo29","denovo28","denovo45","denovo470","denovo476","denovo58","denovo59","denovo54","denovo459","denovo458","denovo454","denovo457","denovo456","denovo451","denovo450","denovo453","denovo452","denovo396","denovo394","denovo395","denovo392","denovo393","denovo390","denovo398","denovo644","denovo641","denovo642","denovo139","denovo133","denovo217","denovo215","denovo569","denovo159","denovo155","denovo156","denovo157","denovo150","denovo151","denovo153","denovo318","denovo319","denovo312","denovo116","denovo135","denovo299","denovo298","denovo293","denovo292","denovo291","denovo290","denovo297","denovo296","denovo295","denovo294","denovo488","denovo489","denovo482","denovo483","denovo480","denovo481","denovo486","denovo487","denovo484","denovo485","denovo732","denovo16","denovo85","denovo88","denovo56","denovo57","denovo55","denovo52","denovo53","denovo50","denovo51","denovo12","denovo11","denovo14","denovo213","denovo212","denovo211","denovo210","denovo216","denovo37","denovo405","denovo402","denovo403","denovo400","denovo401","denovo406","denovo407","denovo404","denovo409"
"Adenoma11.2775",479,1,0,0,0,0,0,153,7,0,0,123,0,0,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0,0,1,0,4,0,59,32,0,0,0,0,16,683,15,1204,0,0,0,0,0,0,0,0,75,0,0,0,2,5,704,227,3,2,219,24,0,0,30,20,0,0,0,45,0,0,79,0,2085,1,0,0,0,0,0,34,32,0,0,0,5,0,0,1,0,0,764,19,3,112,106,1049,23,0,0,0,0,0,0,7,0,0,0,95,0,0,6,0,0,0,5,1,0,0,0,0,0,16,6,0,0,0,0,0,3,0,0,0,32,0,0,3,0,0,0,1,0,0,15,9,56,0,0,0,1038,551,0,7,0,7,0,0,0,0,0,64,0,2,666,10,0,469,0,674,9,0,12,0,13,5,0,116,132,1,0,0,0,0,0,0,0,4,5,0,10,0,0,3,0,0,0,0,0,0,0,0,176,0,51,3,7,21,0,0,0,0,0,17,0,0,32,2436,1,0,0,3260,400,54,0,17,0,0,0,0,122,0,0,0,35,4,2,0,0,0,0,6011,11,1949,897,2,3372,3,0,0,0,16,0,0,0,3,12,54,27,61,0,4,0,0,0,0,0,0,0,2,470,104,10,1,0,621,0,1,0,0,203,0,1,1,0,0,0,35,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,12,0,0,6,0,852,0,0,0,664,0,4,54,0,0,10,0,1,0,0,0,0,0,0,1,0,0,13,0,0,84,1768,4,0,0,0,0,1,226,21,0,0,2,43,31,0,0,0,0,0,1,4,162,0,0,0,0,0,0,358,0,21,96,20,0,0,0,0,0,0,0,59,8,0,0,0,7,0,0,0,0,9,0,4,1224,0,6,0,0,0,0,2,3,0,2,0,2,0,14,0,0,0,5,0,13,0,303,21,0,20,1,26,0,0,0,0,0,28,0,0,0,0,1,46,1,1235,0,1225,0,2,0,0,0,0,32,722,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,20,0,3,3,40,0,110,59,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,28,0,0,0,0,0,0,1,0,18,0,1841,252,1415,0,64,0,47,263,0,1,834,687,79,0,0,0,0,177,450,1,0,0,9,2,0,7,0,0
"Adenoma12.2799",29,0,0,0,0,0,0,53,0,0,0,1,1,0,0,214,0,0,0,0,1,16,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354,224,3306,7,0,0,1,0,53,146,0,0,0,0,0,0,975,39,88,15,0,0,34,0,0,152,60,0,0,0,394,0,398,870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,48,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,212,0,2,1,21,2,0,0,0,67,1,30,0,0,45,0,1,18,0,0,0,21,0,0,0,0,0,0,0,118,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,12,0,0,0,0,0,11,0,0,0,0,6,0,1,0,14,241,1,0,20,1,0,0,0,0,0,0,8,13,18,5,0,0,0,0,4941,65,148,348,2,1842,0,0,0,22,44,0,0,0,0,1,2,59,0,0,0,2,0,0,0,0,0,0,1,0,0,9,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,21,0,0,0,807,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,961,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,112,0,10,0,5,0,114,0,0,0,0,0,0,19,0,0,0,63,0,0,0,0,0,5,1,446,0,0,0,0,202,0,1,1,0,1119,0,38,0,0,0,0,0,0,0,0,0,0,1,0,161,0,8,0,0,0,0,0,121,0,0,11,0,0,0,0,0,2,376,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,3,203,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,161,0,0,0,0,0,0,0,0,0,0,3,211,0,0,2577,0,3,0,0,0,226,480,1277,0,0,0,0,0,1071,0,0,0,44,0,0,0,0,4
"Adenoma13.2803",23,28,85,0,0,0,0,0,2,63,0,4,316,0,2814,0,0,0,0,0,0,120,601,20,0,0,0,0,52,0,5,0,0,0,2,172,0,0,13,0,0,26,5468,671,0,0,0,0,0,18,5,0,0,0,0,13,0,7,0,0,37,0,21,2,110,0,7,8,6,0,0,0,39,0,1651,0,199,220,0,0,0,0,0,10,0,1,86,0,0,0,0,60,0,0,520,75,52,183,1,2772,0,0,0,0,1,0,0,0,0,2,0,23,0,18,7,152,0,0,2,2,0,0,0,0,0,0,2,0,91,0,0,0,4,14,0,0,0,0,0,1,0,0,0,29,0,0,0,1,0,6,0,0,0,832,0,5,51,81,4,0,0,190,0,33,0,0,60,105,62,373,164,240,2,0,1,26,0,0,116,0,11,0,0,0,0,0,0,0,0,28,21,0,4,5,68,0,165,16,0,0,0,0,0,845,26,0,0,37,32,6,0,0,0,0,0,0,0,5,17,0,13227,0,0,175,55,0,17,2,0,0,0,22,0,0,638,0,0,2,90,1,0,0,0,4215,151,557,1863,587,846,117,0,10,0,4,60,0,2,1,642,35,5,64,0,0,0,0,0,1,0,11,0,0,0,0,109,0,166,0,42,0,0,0,18,138,0,16,0,0,0,103,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,17,0,1,0,0,66,0,1177,0,1839,0,6,0,0,47,5,2,0,0,24,0,0,0,2,0,0,0,0,0,2,0,15,0,0,1079,0,0,0,0,0,0,136,0,0,501,36,0,0,2,506,0,0,0,11,815,0,0,0,0,0,170,303,66,127,693,0,0,69,0,0,0,0,0,2,17,190,0,0,0,0,0,0,0,0,0,0,14,0,85,0,0,0,0,0,0,214,1,1,14,0,0,0,0,0,2,0,34,0,23,40,0,3,77,72,0,36,0,0,0,9,0,0,4,42,0,467,1147,27,2,1238,1,13,0,165,2,18,0,0,0,11,20,0,5,0,0,116,22,0,102,0,0,0,0,0,0,5,3,0,0,24,7,0,16,284,0,2,0,0,0,0,6,61,14,0,0,0,0,415,0,3,0,0,0,439,0,0,0,5,1,0,0,0,1,0,0,0,0,0,31,1,0,145,1,621,1040,0,0,0,0,49,2,11,0,0,7,0,8,21,0,0
"Adenoma14.2817",58,2,0,0,0,0,1,196,112,184,0,0,0,0,0,21,0,0,0,0,8,1,31,0,0,0,0,0,0,1,0,0,15,4,0,0,0,0,45,0,45,4,0,633,0,0,0,0,0,0,0,0,27,1,0,0,0,74,1,0,0,0,73,0,0,0,4,0,0,0,0,0,0,19,1803,1,0,355,0,0,0,0,15,22,0,0,78,1,0,0,0,0,0,0,380,88,9,0,1290,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,11,0,0,90,1,0,0,9,53,0,0,0,1,0,4,0,0,2,44,0,0,4,22,0,18,0,0,0,106,0,3,0,0,0,0,0,0,0,5,0,1,45,0,92,378,71,469,620,1,44,0,24,0,0,0,19,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,0,0,33,0,4,0,0,0,1,0,0,37,0,0,0,0,0,4,0,2,10,0,4983,158,264,0,0,11,0,16,1755,0,0,0,0,87,47,0,17,30,0,0,0,323,2,2294,70,2926,198,0,0,3,0,0,0,0,1,3474,2860,2496,0,288,0,0,0,0,0,2,0,3,0,0,0,81,0,0,112,1,0,0,0,918,51,121,5,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,523,0,427,0,0,0,0,0,0,0,0,38,0,0,16,0,1,0,0,0,0,0,6,0,0,159,2,29,404,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,580,67,0,9,0,0,0,0,0,129,134,539,810,8,2,4,0,0,0,0,0,0,8,4,0,0,0,3,0,0,0,0,14,0,411,6249,0,1,0,0,0,1,3,64,42,0,3,2,0,0,0,0,0,0,0,42,0,0,115,0,0,122,15,0,3,0,0,0,2,0,0,0,0,0,1062,991,1288,692,141,0,6,0,21,1723,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,632,0,0,0,7,7,10,0,27,21,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,51,0,1435,0,172,0,2317,0,886,5,0,249,0,514,652,0,0,0,1197,0,0,73,235,0,0,0,38,0,0,0
"Adenoma15.2847",3,0,0,0,0,0,0,91,0,219,0,0,0,0,1,22,0,2,0,0,298,10,1150,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,35,0,0,40,1,78,0,0,0,0,0,7,35,41,39,0,0,0,0,21,0,1,0,0,5,6,0,0,17,10,0,0,1303,0,0,0,2152,0,150,1,0,0,0,0,0,0,0,1,5,0,126,0,0,14,0,32,2132,101,4,7,0,179,237,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,2,0,5,0,3,0,8,0,0,0,0,1035,0,1,0,0,4,0,4,0,18,0,0,3,0,0,10,0,2,2,0,0,120,1,64,5,232,309,8,5,0,0,1076,59,0,0,0,0,11,0,20,0,52,0,2,0,0,0,0,0,59,34,0,7,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,10,0,102,1307,3599,298,15,20,0,0,0,0,0,0,0,0,2,263,5,0,0,0,0,3647,75,182,15975,2767,1008,0,0,13,9,3,133,0,2,3,3210,1215,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,3,5,0,0,0,9,0,29,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,92,0,9,215,0,28,0,88,1,1,0,10,0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,0,3,3,0,653,1537,0,0,0,0,0,39,436,0,0,0,3,96,0,0,0,0,0,3,0,0,254,0,0,0,0,1,0,24,96,0,0,41,4,88,0,0,0,0,0,0,13,0,0,0,1,0,540,0,0,2,0,1,1191,0,433,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,119,0,0,0,0,0,2,0,0,0,26,1,0,0,0,0,0,11,279,0,184,0,0,0,175,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,162,0,0,0,5,0,0,0,36,107,0,259,0,531,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,308,0,4,0,463,2,0,16,1,253,48,653,2062,0,0,0,1,87,1,21,0,0,2,0,3,0,1,88
"Adenoma16.2873",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,5,0,0,0,0,0,192,0,33,20,730,3571,0,0,0,17,0,0,86,59,0,3,0,0,0,636,0,0,0,0,20,4,6,0,13,7,0,0,0,0,0,0,296,6,77,487,0,0,0,0,3,0,0,0,74,0,0,0,0,0,0,2,2,5,6,0,1922,64,178,0,0,0,0,0,0,0,0,637,0,0,0,0,2,0,0,0,43,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,266,0,36,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,1,1,0,0,0,12,0,100,166,6,0,868,53,102,11,0,595,0,33,1,0,3,32,4,0,0,0,0,0,0,0,45,0,0,1,0,0,56,0,0,1,18,0,0,0,1,155,0,21,3,2,0,0,37,0,27,0,0,1,79,0,5381,1,0,8,0,1029,0,43,5,0,0,1,0,0,13,0,0,123,2,176,0,1,0,0,3284,426,186,10023,0,91,68,0,0,0,2,0,0,0,634,641,2559,11,26,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,1,3,7,0,0,118,22,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1,0,0,0,0,455,2,1,50,7,0,0,34,115,0,68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,66,0,0,0,2,4,0,5,0,0,0,0,51,0,0,0,159,1,0,0,178,0,0,28,0,0,0,284,32,41,1,7,0,5,0,0,0,0,0,0,0,4,0,1,26,0,0,0,189,5,0,7,45,0,120,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,31,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,1,1,0,0,0,58,584,0,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,184,10158,0,53,0,2,1948,12,609,535,0,3,0,432,14,4,8,0,0,1,0,0,0,0,0
"Adenoma17.2937",298,0,1,0,0,0,0,1,0,8,0,0,3,0,0,10,0,0,0,0,4,0,286,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,3,0,275,0,0,0,0,0,7,4,0,0,0,0,0,0,7,13,0,0,0,49,4,1,0,10,26,0,0,1,77,0,0,4,643,7,0,0,0,0,0,0,0,7,0,0,0,0,0,30,41,0,0,1339,14,18,21,488,0,11,0,0,0,1,0,0,31,0,2,0,59,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,63,0,0,1,0,0,0,6,2,0,0,9,0,0,5,0,0,19,0,0,0,0,23,864,0,0,1,0,0,9,0,0,0,106,0,2,0,0,0,46,44,0,1995,0,0,0,0,0,1,0,0,0,0,0,26,7,1,0,2,417,0,2023,0,0,7,0,0,0,0,0,0,0,0,3,5,16,0,0,1,0,6977,0,1,311,2,1380,0,0,21,2,8,0,0,0,16,3,343,26,0,0,551,0,0,0,1,0,40,0,0,1,0,0,145,0,0,0,52,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,4,0,0,0,0,0,225,0,0,0,1,0,0,0,0,0,5,8,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,11,0,0,0,0,0,1,76,0,0,0,0,0,0,0,45,31,1,0,1,0,36,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,30,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,48,11,0,62,3,11,0,0,0,0,0,20,0,1,317,0,0,1221,6,1,2719,1014,1,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,5,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,16,3,0,3001,1,0,1366,0,0,0,0,1,203,0,0,0,7,0,188,0,0,0
"Adenoma18.2967",137,91,0,0,0,0,0,7,0,0,0,0,0,0,0,3,7,0,0,0,1,348,0,0,6,2,1,1,17,0,42,0,52,0,110,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17,0,0,0,0,21,0,16,0,3,90,0,39,1,0,0,18,12,0,0,0,143,30,0,13,0,0,262,0,0,0,0,0,0,292,0,0,0,0,2,0,0,0,0,116,0,69,0,90,7,0,1,0,0,7,0,0,0,0,5,0,1355,0,0,0,0,0,4,0,0,0,0,173,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,40,0,298,0,59,0,21,719,182,0,23,2,2,0,0,0,0,0,4,0,0,0,50,0,0,0,0,0,0,0,0,1,0,23,0,0,0,1,0,0,0,0,0,515,0,15,0,0,95,2,0,0,0,0,0,0,0,0,0,0,3,0,106,0,1,909,0,0,9,0,0,1,0,325,0,198,0,1,3,2,0,0,0,0,3843,206,22,119,74,154,0,0,21,471,5,0,0,0,17,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,239,122,0,5,116,0,0,0,0,55,1063,43,0,0,0,10,3,0,2,0,88,0,0,0,0,25,0,0,0,0,0,474,0,0,0,0,2,0,0,0,0,1348,0,0,2,224,0,0,0,0,0,0,0,55,0,0,57,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,24,0,0,0,0,0,19,0,0,70,30,0,0,0,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,0,193,154,0,1,7,0,54,0,0,0,0,0,0,46,0,0,0,0,259,0,0,18,0,84,0,0,0,17,0,0,0,0,0,0,52,0,0,0,0,0,1,10,0,845,127,0,0,0,0,0,20,0,0,0,0,0,6,0,0,36,0,5,0,0,0,0,289,0,0,0,14,0,0,3,48,0,0,54,3,6,369,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,18,0,282,0,898,37,0,0,0,0,308,1524,0,0,0,13,0,0,3,0,0
"Adenoma19.2971",16,0,0,44,0,0,0,8,0,11,0,1,0,0,0,8,0,0,0,0,0,0,14,28,3,1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,89,18,0,275,5,0,0,0,0,7,0,7,0,0,1,0,0,31,0,0,2,0,16,1,0,0,8,2,0,0,0,0,0,0,264,14492,1,243,0,0,0,0,0,13,2,0,6,0,7,0,0,0,2,0,1870,1,1,946,162,189,2673,0,0,0,1,0,0,13,0,0,0,1,0,0,17,148,0,0,1,0,0,0,32,0,0,0,0,0,43,0,84,0,69,120,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,21,0,0,0,0,17,0,0,0,0,120,252,628,151,0,0,3,0,1,2,0,6,3,7,0,0,0,0,0,0,0,0,0,0,5,0,128,0,0,17,0,0,26,1,16,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,2,0,1806,1,126,2,1,2,4,0,0,0,0,41,2,3,0,2,0,47,104,0,0,0,1158,426,915,62,96,1029,0,0,0,2,2,0,0,0,46,4212,250,7,0,0,0,743,0,0,0,0,9,0,0,0,311,1,0,329,3,1,0,0,0,56,101,1,1,0,0,0,32,5,0,0,0,5,0,0,0,0,0,0,0,58,0,0,4,0,0,31,0,0,0,0,0,0,875,0,1,1,0,0,0,0,0,0,0,195,0,0,17,0,0,0,0,0,1,0,0,0,0,1002,1116,321,33,0,0,0,131,0,111,0,0,33,10,5,0,109,9,5,0,0,2,0,0,0,0,0,0,0,40,7,746,480,3,0,3,0,0,0,0,0,1,0,0,0,13,12,0,1,0,41,0,0,238,6726,0,8,0,0,0,0,0,58,0,0,3,0,0,0,1,0,0,3,0,24,0,0,6,0,1,2,85,0,26,0,22,0,5,0,0,0,0,4,0,654,38,573,335,2,5,0,43,1,0,17,0,0,1,3,0,4,0,175,0,0,0,0,0,0,0,0,0,0,0,2,0,6,29,165,0,12,0,0,0,0,0,0,0,130,28,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,380,4,0,81,2741,1094,0,0,0,0,54,5,47,0,0,1,0,2,2,0,33
"Adenoma20.2995",160,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,3,2,95,37,790,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,223,0,128,3,0,0,122,0,0,0,48,0,1,1,0,0,4,21,0,0,0,0,3,0,0,7,2,0,0,0,0,0,0,669,11,594,752,1,0,0,0,0,0,2,1,0,0,0,0,0,10,0,3,177,16,14,0,145,0,638,0,0,0,0,0,0,0,0,0,0,23,0,0,25,0,0,0,29,0,0,0,43,0,0,3,1,0,0,0,1,2,772,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,2,0,0,0,78,0,13,0,0,56,0,0,1,0,15,0,0,98,1,1015,0,87,416,0,0,1,0,0,0,0,0,135,2,0,0,3,0,0,0,0,0,0,0,1,3,0,18,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,0,0,125,0,0,9,38,5201,0,215,0,762,2,0,0,2,0,0,0,0,0,43,0,6,0,2,2,0,0,0,0,3072,2526,6801,12,1186,576,0,0,5,3,3,0,0,0,3247,9,125,2,716,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,16,5,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1257,0,0,549,159,0,0,0,0,1,0,0,2,0,63,0,12,2,0,0,0,0,60,0,0,3,3,1,147,0,0,0,0,4,0,0,0,0,35,0,0,0,0,0,0,0,72,9,0,0,0,0,1,0,1,1,1101,282,1,1,86,0,0,0,0,0,15,9,0,0,0,0,0,0,0,1,179,0,30,2571,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,108,0,0,112,204,0,23,3,58,0,2,0,42,868,6,0,0,0,0,0,611,0,0,1,1181,1,11,0,0,0,0,63,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,23,3,0,0,0,0,4,0,0,43,0,0,0,0,0,219,0,12,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,6,62,0,4,0,420,5,0,0,0,0,0,213,0,0,0,12,0,0,0,0,0
